id,simplified,traditional,pinyin,jyutping,english,mandarin_rank,cantonese_rank,examples,hsk_level
118177208702858240,罢休,罷休,bà xiū,baa6 jau1,to give up; to abandon (a goal etc),17351,,[],7
582997583330228282,掰,掰,bāi,maak3,to break off or break open sth with one's hands; (fig.) to break off (a relationship),11771,,[],7
516702025740390125,白白,白白,bái bái,baak6 baak6,in vain; to no purpose,10131,,[],7
346323400547988232,百分比,百分比,bǎi fēn bǐ,baak3 fan6 bei2,percentage,21781,,[],7
456792741312909455,百合,百合,bǎi hé,baak3 hap6,lily,10056,,[],7
185361656612850641,百科全书,百科全書,bǎi kē quán shū,baak3 fo1 cyun4 syu1,encyclopedia,22806,,[],7
148732524302791727,柏树,柏樹,bǎi shù,paak3 syu6,cypress tree; Taiwan pr. [bó shù],38128,,[],7
1115741745591444764,摆放,擺放,bǎi fàng,baai2 fong3,to set up; to arrange; to lay out,10963,,[],7
408754315393186964,摆平,擺平,bǎi píng,baai2 ping4,to be fair; to be impartial,16373,,[],7
173141233691987081,摆设,擺設,bǎi shè,baai2 cit3,to set out; to display,14321,,[],7
664961982497650346,拜会,拜會,bài huì,baai3 wui6,(often used in the context of diplomacy) to meet with; to pay a visit to; to call on,30764,,[],7
405324597757702529,拜见,拜見,bài jiàn,baai3 gin3,to pay a formal visit; to call to pay respects,24574,,[],7
726088252342714469,拜年,拜年,bài nián,baai3 nin4,to pay a New Year call; to wish sb a Happy New Year,28932,,[],7
971986961505958241,拜托,拜託,bài tuō,baai3 tok3,to request sb to do sth; please!,5463,,[],7
258139671569894499,扳,扳,bān,paan1,to pull; to turn (sth) around,11169,,[],7
998646413149680151,颁布,頒布,bān bù,baan1 bou3,to issue; to proclaim,12004,,[],7
820096458099234265,颁发,頒發,bān fā,baan1 faat3,to issue; to promulgate,8003,,[],7
676180443565668141,颁奖,頒獎,bān jiǎng,baan1 zoeng2,to confer an award,5383,,[],7
326578860612157093,斑点,斑點,bān diǎn,baan1 dim2,spot; stain,13316,,[],7
261911253864206113,搬迁,搬遷,bān qiān,bun1 cin1,to move; to relocate,14777,,[],7
587915896734365373,板块,板塊,bǎn kuài,baan2 faai3,slab; (geology) tectonic plate,11235,,[],7
192135283825984802,办不到,辦不到,bàn bu dào,baan6 bat1 dou3,impossible; can't be done,,,[],7
803267550353101196,半边天,半邊天,bàn biān tiān,bun3 bin1 tin1,half the sky; women of the new society,37858,,[],7
311591612776002538,半场,半場,bàn chǎng,bun3 coeng4,half of a game or contest; half-court,2794,,[],7
77225222923845678,半岛,半島,bàn dǎo,bun3 dou2,peninsula,12843,,[],7
82190421368401186,半路,半路,bàn lù,bun3 lou2,halfway; midway,15433,,[],7
463454266094660543,半数,半數,bàn shù,bun3 sou3,half the number; half,11646,,[],7
492552437775950828,半途而废,半途而廢,bàn tú ér fèi,bun3 tou4,to give up halfway (idiom); leave sth unfinished,25389,,[],7
1072300776679190198,半信半疑,半信半疑,bàn xìn bàn yí,bun3 seon3 bun3 ji4,half doubting; dubious,40048,,[],7
860037839938051845,半真半假,半真半假,bàn zhēn bàn jiǎ,bun3 zan1 bun3 gaa2,(idiom) half true and half false,70634,,[],7
293127342180917369,伴,伴,bàn,bun6,partner; companion; comrade; associate; to accompany,3537,,[],7
145520162905082640,伴侣,伴侶,bàn lǚ,bun6 leoi5,companion; mate,6851,,[],7
1060644234175507105,伴随,伴隨,bàn suí,bun6 ceoi4,to accompany; to follow,6047,,[],7
349857305499438758,伴奏,伴奏,bàn zòu,bun6 zau3,to accompany (musically),13684,,[],7
471476111776894804,拌,拌,bàn,bun6,to mix; to mix in,9875,,[],7
1049190405654758733,扮,扮,bàn,baan6,to disguise oneself as; to dress up,6738,,[],7
598380480767821172,帮手,幫手,bāng shǒu,bong1 sau2,helper; assistant,10534,,[],7
631561398587120715,绑,綁,bǎng,bong2,to tie; bind or fasten together,5003,,[],7
583664863598623485,绑架,綁架,bǎng jià,bong2 gaa3,to kidnap; to abduct,3992,,[],7
135711458506691587,榜样,榜樣,bǎng yàng,bong2 joeng6,example; model,6902,,[],7
375526873911874655,棒球,棒球,bàng qiú,paang5 kau4,baseball,9599,,[],7
187843522620239099,磅,磅,bàng,bong6,scale (instrument for weighing); to weigh,5014,,[],7
1011804325469384442,包袱,包袱,bāo fu,baau1 fuk6,wrapping cloth; a bundle wrapped in cloth,9285,,[],7
264436774560128866,包容,包容,bāo róng,baau1 jung4,to pardon; to forgive,10708,,[],7
1073767817250507730,包扎,包扎,bāo zā,baau1 zaat3,variant of 包扎,14432,,[],7
884917902362625285,煲,煲,bāo,bou1,to cook slowly over a low flame; pot,14364,,[],7
548425277451293218,宝藏,寶藏,bǎo zàng,bou2 cong4,precious mineral deposits; hidden treasure,11504,,[],7
1124442635190094820,宝库,寶庫,bǎo kù,bou2 fu3,treasure-house; treasury,22455,,[],7
725070841270596288,饱和,飽和,bǎo hé,baau2 wo4,saturated; filled to capacity,19403,,[],7
91273960243167392,饱满,飽滿,bǎo mǎn,baau2 mun5,full; plump,16473,,[],7
922648062250385339,保管,保管,bǎo guǎn,bou2 gun2,to hold in safekeeping; to have in one's care,7305,,[],7
412507311042641154,保姆,保姆,bǎo mǔ,bou2 mou5,nanny; housekeeper,5382,,[],7
773492598403641297,保暖,保暖,bǎo nuǎn,bou2 nyun5,to keep warm,9897,,[],7
1028830880359985645,保鲜,保鮮,bǎo xiān,bou2 sin1,to keep fresh,16569,,[],7
873460063565714283,保修,保修,bǎo xiū,bou2 sau1,to promise to keep sth in good repair; guarantee; warranty,22465,,[],7
760760041563335403,保佑,保佑,bǎo yòu,bou2 jau6,to bless and protect; blessing,4727,,[],7
1084350474819323012,保障,保障,bǎo zhàng,bou2 zoeng3,to ensure; to guarantee,3491,,[],7
846508686048818067,保质期,保質期,bǎo zhì qī,bou2 zat1 kei4,shelf life; expiration date,23667,,[],7
535543712884588720,保重,保重,bǎo zhòng,bou2 zung6,to take care of oneself,9105,,[],7
696438897492495458,堡垒,堡壘,bǎo lěi,bou2 leoi5,fort,12525,,[],7
137729090188405389,报仇,報仇,bào chóu,bou3 sau4,to take revenge; to avenge,8334,,[],7
109787895237702069,报酬,報酬,bào chou,bou3 cau4,reward; remuneration,6322,,[],7
79409724253630703,报废,報廢,bào fèi,bou3 fai3,to scrap; to dispose of (sth worn-out or damaged),15621,,[],7
391631191971664969,报复,報復,bào fù,bou3 fuk6,to make reprisals; to retaliate; revenge; retaliation,4880,,[],7
54777194847182959,报社,報社,bào shè,bou3 se5,newspaper (i.e. a company),8300,,[],7
769482615701221577,报亭,報亭,bào tíng,bou3 ting4,kiosk; newsstand,,,[],7
729261597441820845,报销,報銷,bào xiāo,bou3 siu1,to submit an expense account; to apply for reimbursement,12447,,[],7
138370027004463175,抱负,抱負,bào fù,pou5 fu6,aspiration; ambition,20578,,[],7
742940047429868792,豹,豹,bào,paau3,leopard; panther,7248,,[],7
110116854887038146,暴风骤雨,暴風驟雨,bào fēng zhòu yǔ,bou6 fung1 zaau6 jyu5,violent wind and rainstorm; hurricane,47595,,[],7
980335218993697303,暴利,暴利,bào lì,bou6 lei6,sudden huge profits,27880,,[],7
147946539429917537,暴躁,暴躁,bào zào,bou6 cou3,irascible; irritable,12213,,[],7
1099185999348556083,爆冷门,爆冷門,bào lěng mén,baau3 laang5,an upset (esp. in sports); unexpected turn of events,84475,,[],7
6418002700935751,爆满,爆滿,bào mǎn,baau3 mun5,"filled to capacity (of theater, stadium, gymnasium etc)",24881,,[],7
277458593356571283,爆竹,爆竹,bào zhú,paau3 zuk1,firecracker,16172,,[],7
560899437758675686,卑鄙,卑鄙,bēi bǐ,bei1 pei2,base; mean,10658,,[],7
334089726330671778,悲哀,悲哀,bēi āi,bei1 oi1,grieved; sorrowful,6059,,[],7
849106448579459242,悲观,悲觀,bēi guān,bei1 gun1,pessimistic,10593,,[],7
178941228140001292,悲欢离合,悲歡離合,bēi huān lí hé,bei1 fun1 lei4 hap6,joys and sorrows; partings and reunions,57812,,[],7
497235244161451854,悲痛,悲痛,bēi tòng,bei1 tung3,grieved; sorrowful,10078,,[],7
948510833563953837,碑,碑,bēi,bei1,a monument; an upright stone tablet,16576,,[],7
806281662594406300,贝壳,貝殼,bèi ké,hok3,shell; conch,16537,,[],7
965034844487304655,备课,備課,bèi kè,bei6 fo3,(of a teacher) to prepare lessons,33147,,[],7
563778905622529880,备受,備受,bèi shòu,bei6 sau6,to fully experience (good or bad),8775,,[],7
863870524259126054,备用,備用,bèi yòng,bei6 jung6,reserve; spare,7153,,[],7
205417755104380164,背面,背面,bèi miàn,bui3 min6,the back; the reverse side,10439,,[],7
969050392938753621,背叛,背叛,bèi pàn,bui3 bun6,to betray,5017,,[],7
837491263890377661,背诵,背誦,bèi sòng,bui3 zung6,to recite; to repeat from memory,19524,,[],7
761866137666785674,被捕,被捕,bèi bǔ,bei6 bou6,to be arrested; under arrest,6219,,[],7
30154440680002791,奔,奔,bēn,ban1,to hurry; to rush,5778,,[],7
962816414286159856,奔波,奔波,bēn bō,ban1 bo1,to rush about; to be constantly on the move,12069,,[],7
958482884139732838,奔赴,奔赴,bēn fù,ban1 fu6,to rush to; to hurry to,21998,,[],7
1150376323704483326,本分,本分,běn fèn,bun2 fan6,(to play) one's part; one's role,23007,,[],7
1005933750032356062,本能,本能,běn néng,bun2 nang4,instinct,7537,,[],7
376353032440843247,本钱,本錢,běn qián,bun2 cin4,capital; (fig.) asset; advantage; the means (to do sth),18266,,[],7
73888927155783993,本色,本色,běn sè,bun2 sik1,inherent qualities; natural qualities,10431,,[],7
976138166525007965,本性,本性,běn xìng,bun2 sing3,natural instincts; nature,8657,,[],7
585111195447051477,本意,本意,běn yì,bun2 ji3,original idea; real intention,13124,,[],7
897835263564378857,本着,本著,běn zhe,bun2 zoek6,based on...; in conformance with..,19101,,[],7
139763294686880114,笨蛋,笨蛋,bèn dàn,ban6 daan2,fool; idiot,5816,,[],7
210090152443420219,笨重,笨重,bèn zhòng,ban6 zung6,heavy; cumbersome,25279,,[],7
967289327899579555,崩溃,崩潰,bēng kuì,bang1 kui2,to collapse; to crumble; to fall apart,4192,,[],7
287422579073597243,绷,綳,bēng,bang1,variant of 绷; variant of 绷,11156,,[],7
120474419715439965,绷带,繃帶,bēng dài,bang1 daai3,bandage (loanword),16542,,[],7
878374481258093167,蹦,蹦,bèng,bang1,to jump; to bounce,7023,,[],7
1075550897047810584,逼近,逼近,bī jìn,bik1 gan6,to press on towards; to close in on,12487,,[],7
80234579864135629,逼迫,逼迫,bī pò,bik1 baak1,to force; to compel,13026,,[],7
150506994875237309,逼真,逼真,bī zhēn,bik1 zan1,lifelike; true to life,13735,,[],7
365068105579797719,鼻涕,鼻涕,bí tì,bei6 tai3,nasal mucus; snivel; snot,12144,,[],7
2497844748430140,比比皆是,比比皆是,bǐ bǐ jiē shì,bei2 bei2 gaai1 si6,can be found everywhere,29754,,[],7
959345312529467333,比不上,比不上,bǐ bù shàng,bei2 bat1 soeng6,can't compare with,11223,,[],7
1076614708883714432,比起,比起,bǐ qǐ,bei2 hei2,compared with,13998,,[],7
1031934889452271677,比试,比試,bǐ shì,bei2 si3,to have a competition; to measure with one's hand or arm,22158,,[],7
604755135986832534,比喻,比喻,bǐ yù,bei2 jyu6,to compare; to liken to,8644,,[],7
1116361849824629887,鄙视,鄙視,bǐ shì,pei2 si6,to despise; to disdain,8470,,[],7
1055194295583636895,必不可少,必不可少,bì bù kě shǎo,bit1 bat1 ho2 siu2,absolutely necessary; indispensable,15604,,[],7
889504114327919812,必定,必定,bì dìng,bit1 ding6,to be bound to; to be sure to,8680,,[],7
880954938388816754,弊病,弊病,bì bìng,bai6 beng6,malady; evil,34995,,[],7
717362125111702774,弊端,弊端,bì duān,bai6 dyun1,systemic problem (sometimes refers specifically to corrupt practices),19905,,[],7
322489615481073183,碧绿,碧綠,bì lǜ,bik1 luk6,dark green,33401,,[],7
621669945952433619,壁画,壁畫,bì huà,bik1 waak6,mural (painting); fresco,16718,,[],7
725371179783422647,避难,避難,bì nàn,bei6 naan4,refuge; to take refuge,17616,,[],7
690480448816741527,避暑,避暑,bì shǔ,bei6 syu2,to be away for the summer holidays; to spend a holiday at a summer resort,23952,,[],7
617236347644063311,边疆,邊疆,biān jiāng,bin1 goeng1,border area; borderland,28113,,[],7
833272158621429449,边界,邊界,biān jiè,bin1 gaai3,boundary; border,7042,,[],7
412988948286433893,边远,邊遠,biān yuǎn,bin1 jyun5,far from the center; remote,26329,,[],7
717248459160000205,编号,編號,biān hào,pin1 hou6,to number; numbering,7219,,[],7
553007290171769634,编剧,編劇,biān jù,pin1 kek6,to write a play; scenario,7362,,[],7
448250367113172715,编排,編排,biān pái,pin1 paai4,to arrange; to lay out,10560,,[],7
448028012748251546,编写,編寫,biān xiě,pin1 se2,to compile,11845,,[],7
900350748832268725,编造,編造,biān zào,pin1 zou6,to compile; to draw up,12743,,[],7
927182037377247998,鞭策,鞭策,biān cè,bin1 caak3,to spur on; to urge on,24553,,[],7
894010138270523614,鞭炮,鞭炮,biān pào,bin1 paau3,firecrackers; string of small firecrackers,17033,,[],7
967597240640722421,贬值,貶值,biǎn zhí,bin2 zik6,to become devaluated; to devaluate,19175,,[],7
1062518444131772463,变革,變革,biàn gé,bin3 gaak3,to transform; to change,9189,,[],7
1127944813626659494,变幻莫测,變幻莫測,biàn huàn mò cè,bin3 waan6 mok6 cak1,to change unpredictably; unpredictable,37275,,[],7
967929235080839257,变迁,變遷,biàn qiān,bin3 cin1,changes; vicissitudes,17425,,[],7
431778963991768605,变异,變異,biàn yì,ji4,variation,8927,,[],7
180640350115282694,变质,變質,biàn zhì,bin3 zat1,to degenerate; to deteriorate; (of food) to go bad; to go off,13083,,[],7
842764335363068467,便道,便道,biàn dào,bin6 dou6,pavement; sidewalk,28502,,[],7
1086776605310884278,便饭,便飯,biàn fàn,bin6 faan6,an ordinary meal; simple home cooking,51135,,[],7
909483733871020497,便捷,便捷,biàn jié,bin6 zit6,convenient and fast,15719,,[],7
426870017591570653,便利店,便利店,biàn lì diàn,bin6 lei6 dim3,convenience store,,,[],7
553508305476329786,遍布,遍布,biàn bù,pin3 bou3,to cover the whole (area); to be found throughout,10269,,[],7
530301362818059461,辨别,辨別,biàn bié,bin6 bit6,to distinguish; to differentiate; to discern; to recognize; to tell,12941,,[],7
713586691038979159,辨认,辨認,biàn rèn,bin6 jing6,to recognize; to identify,10922,,[],7
1012616454161753877,辩,辯,biàn,bin6,to dispute; to debate,7226,,[],7
447572967428220691,辩护,辯護,biàn hù,bin6 wu6,to speak in defense of; to argue in favor of,5728,,[],7
804569952285214286,辩解,辯解,biàn jiě,bin6 gaai2,to explain; to justify,11543,,[],7
768010231105390005,辫子,辮子,biàn zi,bin1 zi2,plait; braid,16801,,[],7
579172852547078803,标,標,biāo,biu1,mark; sign,3748,,[],7
121194285245384570,标榜,標榜,biāo bǎng,biu1 bong2,to flaunt; to advertise,24532,,[],7
259105096029283151,标本,標本,biāo běn,biu1 bun2,specimen; sample; the root cause and symptoms of a disease,9844,,[],7
783810709198610051,标签,標籤,biāo qiān,biu1 cim1,label; tag,6258,,[],7
925202923030191832,标示,標示,biāo shì,biu1 si6,to indicate,18067,,[],7
789518549845953580,标语,標語,biāo yǔ,biu1 jyu5,written slogan; placard,10321,,[],7
696388388835922009,标致,標致,Biāo zhì,biu1 zi3,Peugeot,19135,,[],7
894188094729734270,飙升,飆升,biāo shēng,biu1 sing1,to rise rapidly; to soar,21633,,[],7
487726394676981670,表白,表白,biǎo bái,biu2 baak6,to explain oneself; to express,10481,,[],7
378422416735593936,表决,表決,biǎo jué,biu2 kyut3,to decide by vote; to vote,7667,,[],7
137801603233569064,表率,表率,biǎo shuài,biu2 seot1,example; model,25988,,[],7
967872450103063064,表述,表述,biǎo shù,biu2 seot6,to formulate; enunciation,14483,,[],7
686742215544815386,表态,表態,biǎo tài,biu2 taai3,to declare one's position; to say where one stands,8599,,[],7
119779351233532944,表彰,表彰,biǎo zhāng,biu2 zoeng1,to honor; to commend,11646,,[],7
430478137881841607,憋,憋,biē,bit3,to choke; to stifle,6662,,[],7
962048745579492886,别具匠心,別具匠心,bié jù jiàng xīn,bit6 geoi6 zoeng6 sam1,to show ingenuity; (of a design) clever,67237,,[],7
816455636111384316,别看,別看,bié kàn,bit6 hon3,don't be fooled by the fact that,12369,,[],7
993596709105803626,别扭,彆扭,biè niu,nau2,awkward; difficult,8970,,[],7
437743281439357998,别墅,別墅,bié shù,bit6 seoi6,villa,4646,,[],7
182147515163224927,别说,別說,bié shuō,bit6 syut3,to say nothing of; not to mention; let alone,6983,,[],7
106536002836659552,别提了,別提了,bié tí le,tai4 liu5,say no more; don't bring it up,,,[],7
676832496406980510,别致,別緻,bié zhì,bit6 zi3,unusual; unique,16822,,[],7
985528162704754660,彬彬有礼,彬彬有禮,bīn bīn yǒu lǐ,ban1 ban1 jau5 lai5,refined and courteous; urbane,29487,,[],7
571882443510181321,滨海,濱海,Bīn hǎi,ban1 hoi2,"Binhai (place name); Binhai New District, subprovincial district of Tianjin",22018,,[],7
75103638556235315,缤纷,繽紛,bīn fēn,ban1 fan1,vast and various; rich and diverse,24038,,[],7
947528863507946179,冰棍儿,冰棍兒,bīng gùn r,bing1 gwan3 jan4,ice lolly; popsicle,62971,,[],7
946551303068966934,冰山,冰山,bīng shān,bing1 saan1,iceberg,14459,,[],7
897032299957645187,丙,丙,bǐng,bing2,third of the ten Heavenly Stems 干; third in order,9842,,[],7
688848972646355011,秉承,秉承,bǐng chéng,bing2 sing4,to take orders; to receive commands,40658,,[],7
43248603783790360,并非,並非,bìng fēi,bing1 fei1,really isn't,2403,,[],7
541365120314755108,并购,併購,bìng gòu,bing3 gau3,merger and acquisition (M and A); acquisition,17583,,[],7
1125016528440976899,并列,並列,bìng liè,bing1 lit6,to stand side by side; to be juxtaposed,18468,,[],7
40788814216282264,并行,並行,bìng xíng,bing1 hong6,"to proceed in parallel; side by side (of two processes, developments, thoughts etc)",26109,,[],7
142350980098811691,病床,病床,bìng chuáng,beng6 cong4,hospital bed; sickbed,12666,,[],7
365608794687279829,病症,病症,bìng zhèng,beng6 zing3,disease; illness,13328,,[],7
836486523340570670,拨,撥,bō,but6,"to push aside with the hand, foot, a stick etc; to dial",2539,,[],7
681847878596915727,拨款,撥款,bō kuǎn,but6 fun2,to allocate funds; appropriation,14195,,[],7
574988227433730082,拨通,撥通,bō tōng,but6 tung1,to get through to sb on the phone,18642,,[],7
481121841433609309,波及,波及,bō jí,bo1 kap6,to spread to; to involve,18382,,[],7
467814076256132516,波澜,波瀾,bō lán,bo1 laan4,billows; great waves (fig. of a story with great momentum),19825,,[],7
474937840702425523,波涛,波濤,bō tāo,bo1 tou4,great waves; billows,27414,,[],7
253737346219280783,波折,波折,bō zhé,bo1 zit3,twists and turns,22248,,[],7
419296135517920366,剥,剝,bāo,mok1,to peel; to skin,7525,,[],7
136202378049222596,剥夺,剝奪,bō duó,mok1 dyut6,to deprive; to expropriate,7485,,[],7
717677465640336495,剥削,剝削,bō xuē,mok1 soek3,to exploit; exploitation,12734,,[],7
288749090005275087,伯伯,伯伯,bó bo,baak3 baak3,father's elder brother; uncle,24986,,[],7
108185971341755555,伯父,伯父,bó fù,baak3 fu6,father's elder brother; term of respect for older man,23161,,[],7
575111602987098117,伯母,伯母,bó mǔ,baak3 mou5,wife of father's elder brother; aunt,27007,,[],7
152778795425501500,驳回,駁回,bó huí,bok3 wui4,to reject; to turn down,10710,,[],7
239381903782528974,脖子,脖子,bó zi,but6 zi2,neck,3554,,[],7
787801664731901117,搏斗,搏鬥,bó dòu,bok3 dau2,to wrestle; to fight; to struggle,11802,,[],7
547795206513247401,补给,補給,bǔ jǐ,bou2 kap1,supply; replenishment,11865,,[],7
870888893832720805,补救,補救,bǔ jiù,bou2 gau3,to remedy,13343,,[],7
339202574962944875,哺育,哺育,bǔ yù,bou6 juk6,to feed; (fig.) to nurture; to foster,32916,,[],7
609593427950334485,捕捉,捕捉,bǔ zhuō,bou6 zuk1,to catch; to seize,9452,,[],7
988361269381410426,不耻下问,不恥下問,bù chǐ xià wèn,bat1 ci2 haa6 man6,not feel ashamed to ask and learn from one's subordinates,83856,,[],7
734713865192550340,不辞而别,不辭而別,bù cí ér bié,bat1 ci4 ji4 bit6,to leave without saying good-bye,33466,,[],7
56700890353711563,不得而知,不得而知,bù dé ér zhī,bat1 dak1 ji4 zi1,unknown; unable to find out,20317,,[],7
38269546186006148,不得已,不得已,bù dé yǐ,bat1 dak1 ji5,to act against one's will; to have no alternative but to,13044,,[],7
76134457988463524,不定,不定,bù dìng,bat1 ding6,indefinite; indeterminate,17123,,[],7
227996224155210172,不妨,不妨,bù fáng,bat1 fong4,there is no harm in; might as well,7625,,[],7
790136097110272275,不服,不服,bù fú,bat1 fuk6,not to accept sth; to want to have sth overruled or changed,28565,,[],7
1066608426489026988,不服气,不服氣,bù fú qì,bat1 fuk6 hei3,unwilling to concede; defiant,,,[],7
979364579338859952,不假思索,不假思索,bù jiǎ sī suǒ,bat1 gaa2 si1 sok3,(idiom) to act without taking time to think; to react instantly; to fire from the hip,33772,,[],7
226906071536437028,不见得,不見得,bù jiàn de,dak1,not necessarily; not likely,17256,,[],7
202911041019223803,不解,不解,bù jiě,bat1 gaai2,to not understand; to be puzzled by,17259,,[],7
606951048639442148,不经意,不經意,bù jīng yì,bat1 ging1 ji3,not paying attention; carelessly,11628,,[],7
107555094233658547,不景气,不景氣,bù jǐng qì,bat1 ging2 hei3,slack; in a slump,16728,,[],7
109116912983092618,不堪,不堪,bù kān,bat1 ham1,cannot bear; cannot stand,8963,,[],7
418579258338564757,不可避免,不可避免,bù kě bì miǎn,bat1 ho2 bei6 min5,unavoidably,8664,,[],7
703779558872296900,不可思议,不可思議,bù kě sī yì,bat1 ho2 si1 ji5,inconceivable (idiom); unimaginable; unfathomable,4689,,[],7
993519514055932001,不肯,不肯,bù kěn,bat1 hang2,Refuse,10726,,[],7
1071107418739888411,不了了之,不了了之,bù liǎo liǎo zhī,bat1 liu5 liu5 zi1,to settle a matter by leaving it unsettled; to end up with nothing definite,24145,,[],7
365429046462745248,不理,不理,bù lǐ,bat1 lei5,to refuse to acknowledge; to pay no attention to,10871,,[],7
455420550808174670,不利于,不利於,bù lìyú,bat1 lei6 jyu1,is harmful to,32766,,[],7
185678333833001752,不难,不難,bù nán,bat1 naan4,Not difficult,22888,,[],7
1069391543080046921,不平,不平,bù píng,bat1 ping4,uneven; injustice,22650,,[],7
864008609016398409,不起眼,不起眼,bù qǐ yǎn,bat1 hei2 ngaan5,unremarkable; nothing out of the ordinary,15413,,[],7
913502273538732707,不容,不容,bù róng,bat1 jung4,must not; cannot,9409,,[],7
1001617637078968727,不如说,不如說,bùrú shuō,bat1 jyu4,rather say,11028,,[],7
693988438689270772,不慎,不慎,bù shèn,bat1 san6,incautious; inattentive,20102,,[],7
919306518712721081,不适,不適,bù shì,bat1 kut3,unwell; indisposed,8841,,[],7
919581672750396996,不算,不算,bù suàn,bat1 syun3,to not calculate; to not count,11114,,[],7
382393669399863011,不同寻常,不同尋常,bù tóng xún cháng,bat1 tung4,out of the ordinary; unusual,10746,,[],7
985168842104638705,不为人知,不為人知,bù wéi rén zhī,jan4 zi1,not known to anyone; secret,11433,,[],7
200691544464258886,不惜,不惜,bù xī,bat1 sik1,not stint; not spare,5983,,[],7
1093690018597728196,不相上下,不相上下,bù xiāng shàng xià,bat1 soeng1 soeng6 haa6,equally matched; about the same,24846,,[],7
834950161126630962,不像话,不像話,bù xiàng huà,bat1 zoeng6 waa6,unreasonable; shocking,25125,,[],7
898252116297075647,不屑,不屑,bù xiè,bat1 sit3,to disdain to do sth; to think sth not worth doing,12937,,[],7
95382365950755285,不懈,不懈,bù xiè,bat1 haai6,untiring; unremitting,18634,,[],7
292248245507296444,不亚于,不亞於,bù yà yú,bat1 aa3 jyu1,no less than; not inferior to,38742,,[],7
973193558911297258,不已,不已,bù yǐ,bat1 ji5,endlessly; incessantly,6315,,[],7
987809462441340948,不以为然,不以為然,bù yǐ wéi rán,bat1 ji5 wai4 jin4,not to accept as correct (idiom); to object; to disapprove,23388,,[],7
1125938641747071894,不亦乐乎,不亦樂乎,bù yì lè hū,bat1 jik6 lok6 fu4,lit. isn't that a joy? (quote from Confucius); fig. (jocular) extremely; awfully,26229,,[],7
245201872409002762,不翼而飞,不翼而飛,bù yì ér fēi,bat1 jik6 ji4 fei1,to disappear without trace; to vanish all of a sudden,25860,,[],7
1086407998026573885,不宜,不宜,bù yí,bat1 ji4,not suitable; inadvisable,10511,,[],7
661105874723985687,不用说,不用說,bù yòng shuō,bat1 jung6,needless to say; it goes without saying,10490,,[],7
1028652635208750681,不由得,不由得,bù yóu de,bat1 jau4 dak1,can't help; cannot but,20909,,[],7
26891882707080206,不由自主,不由自主,bù yóu zì zhǔ,bat1 jau4 zi6 zyu2,can't help; involuntarily (idiom),14247,,[],7
597062050508872689,不予,不予,bùyǔ,bat1 jyu5,"to withhold, to refuse",12523,,[],7
610661874589306762,不约而同,不約而同,bù yuē ér tóng,ji4 tung4,to agree by chance (idiom); taking the same action without prior consultation,32822,,[],7
896802885629808625,不正之风,不正之風,bù zhèng zhī fēng,bat1 zing3 zi1 fung1,unhealthy tendency,16308,,[],7
1012170487248277038,不知,不知,bù zhī,bat1 zi1,not to know; unaware,1487,,[],7
54939616503500035,不知不觉,不知不覺,bù zhī bù jué,bat1 zi1 bat1 gok3,unconsciously; unwittingly,10896,,[],7
998878045342167222,不准,不准,bù zhǔn,bat1 zeon2,not to allow; to forbid,3924,,[],7
795274430128118750,布局,佈局,bù jú,bou3 guk6,arrangement; composition,10770,,[],7
212797245091135111,步伐,步伐,bù fá,bou6 fat6,pace; (measured) step,6867,,[],7
479291092330519060,步入,步入,bù rù,bou6 jap6,to step into; to enter,8588,,[],7
942307446278512052,步骤,步驟,bù zhòu,bou6 zaau6,procedure; step,7820,,[],7
602156608636509668,部件,部件,bù jiàn,bou6 gin6,part; component,10075,,[],7
225754037909756105,部署,部署,bù shǔ,bou6 cyu5,to dispose; to deploy,5610,,[],7
126504577367800769,猜谜,猜謎,cāi mí,caai1 mai4,to answer a riddle; to guess (i.e. form an opinion without much evidence),30752,,[],7
936548329471529361,猜想,猜想,cāi xiǎng,caai1 soeng2,to guess; to conjecture; to suppose; (math.) hypothesis,9517,,[],7
397413170863558920,才华,才華,cái huá,coi4 waa4,talent,7172,,[],7
497100194959454879,财经,財經,cái jīng,coi4 ging1,finance and economics,14956,,[],7
327158917039679952,财力,財力,cái lì,coi4 lik6,financial resources,16674,,[],7
508699170286226475,财物,財物,cái wù,coi4 mat6,property; belongings,11436,,[],7
315596135115367921,财务,財務,cái wù,coi4 mou6,financial affairs,3745,,[],7
1047126676099322818,财政,財政,cái zhèng,coi4 zing3,finances (public); financial,4062,,[],7
1113894891556083683,裁,裁,cái,coi4,to cut out (as a dress); to cut,9643,,[],7
293482277001946145,裁定,裁定,cái dìng,coi4 ding6,ruling,10904,,[],7
530630014167238463,裁决,裁決,cái jué,coi4 kyut3,ruling; adjudication,8282,,[],7
589619825434537384,采,採,cǎi,coi2,to pick; to pluck,4885,,[],7
882574907739355394,采集,採集,cǎi jí,coi2 zaap6,to gather; to collect,7348,,[],7
941040414135197871,采矿,採礦,cǎi kuàng,coi2 kong3,mining,18159,,[],7
163486688007956995,彩电,彩電,cǎi diàn,coi2 din6,color TV,20090,,[],7
925357913989150241,彩虹,彩虹,cǎi hóng,coi2 hung4,rainbow,7457,,[],7
817937430712833561,彩霞,彩霞,cǎi xiá,coi2 haa4,clouds tinged with sunset hues,46262,,[],7
